order_id,order_date,amount,product_id,product_category
1232,2024-06-16,171.49,CLO020,Clothing
1233,2024-08-17,255.01,CLO014,Clothing
1234,2024-01-08,423.57,HOM010,Home & Garden
1235,2022-06-26,85.43,HOM004,Home & Garden
1236,2024-05-01,135.72,HOM001,Home & Garden
1237,2024-01-05,35.95,BOO017,Books
1238,2022-03-07,631.12,ELE018,Electronics
1239,2023-04-04,135.43,HOM002,Home & Garden
1240,2023-07-02,268.99,CLO004,Clothing
1241,2022-04-14,444.8,HOM004,Home & Garden
1242,2022-07-28,45.4,SPO007,Sports
1243,2024-01-11,245.9,CLO016,Clothing
1244,2022-07-23,170.53,CLO007,Clothing
1245,2024-06-18,,HOM016,Home & Garden
1246,2023-12-01,40.69,BOO014,Books
1247,2024-01-09,56.39,CLO008,Clothing
1248,2022-10-10,214.83,HOM017,Home & Garden
1249,2024-01-11,992.51,ELE017,Electronics
1250,2022-05-23,787.01,ELE014,Electronics
1251,2022-05-06,406.16,HOM019,Home & Garden
1252,2022-04-29,898.52,SPO018,Sports
1253,2023-09-16,,BOO009,Books
1254,2024-12-16,721.29,SPO007,Sports
1255,2024-06-24,68.84,BOO007,Books
1256,2023-09-10,133.08,ELE005,Electronics
1257,2024-12-01,239.16,SPO017,Sports
1258,2023-11-29,22.02,CLO009,Clothing
1259,2023-05-10,50.22,BOO002,Books
1260,2024-02-03,42.61,BOO004,Books
1261,2024-07-08,,BOO011,Books
1262,2023-04-29,480.16,SPO018,Sports
1263,2023-04-24,30.9,BOO019,Books
1264,2022-10-14,250.89,HOM019,Home & Garden
1265,2023-01-30,37.91,BOO014,Books
1266,2022-06-17,169.65,ELE015,Electronics
1267,2022-06-09,57.08,BOO013,Books
1268,2023-06-25,394.39,SPO016,Sports
1269,2024-05-03,60.88,CLO005,Clothing
1270,2024-11-17,102.17,SPO006,Sports
1271,2024-01-27,1037.63,ELE019,Electronics
1272,2023-08-17,985.97,ELE012,Electronics
1273,2023-09-14,35.51,BOO019,Books
1274,2024-05-13,1714.26,ELE006,Electronics
1275,2024-09-28,331.29,ELE014,Electronics
1276,2024-09-12,238.14,SPO013,Sports
1277,2024-08-31,121.19,SPO015,Sports
1278,2024-07-08,293.32,CLO020,Clothing
1279,2024-04-18,133.92,HOM015,Home & Garden
1280,2023-07-23,1788.68,ELE010,Electronics
1281,2022-09-11,78.56,SPO002,Sports
1282,2024-12-04,184.84,CLO018,Clothing
1283,2023-01-04,663.48,ELE019,Electronics
1284,2024-06-28,1559.72,ELE002,Electronics
1285,2024-10-03,577.19,ELE017,Electronics
1286,2023-10-12,120.46,HOM006,Home & Garden
1287,2023-08-08,57.79,CLO014,Clothing
1288,2022-12-13,1012.15,ELE002,Electronics
1289,2023-09-03,77.99,HOM009,Home & Garden
1290,2024-02-09,157.03,ELE008,Electronics
1291,2024-10-06,511.33,SPO002,Sports
1292,2023-10-14,231.7,HOM008,Home & Garden
1293,2022-02-08,39.13,BOO018,Books
1294,2022-09-15,54.21,BOO017,Books
1295,2023-02-21,135.09,CLO018,Clothing
1296,2024-05-17,,SPO015,Sports
1297,2023-08-16,15.05,CLO020,Clothing
1298,2023-05-29,442.23,HOM017,Home & Garden
1299,2023-07-31,302.01,ELE003,Electronics
1300,2024-03-20,2002.58,ELE014,Electronics
1301,2023-03-08,471.59,SPO011,Sports
1302,2023-06-20,140.27,HOM007,Home & Garden
1303,2024-07-30,230.0,SPO001,Sports
1304,2024-09-02,1745.02,ELE016,Electronics
1305,2024-03-15,78.59,SPO018,Sports
1306,2022-03-05,385.55,HOM020,Home & Garden
1307,2024-01-04,113.33,HOM001,Home & Garden
1308,2022-09-13,159.01,HOM001,Home & Garden
1309,2023-07-30,20.33,BOO008,Books
1310,2023-04-25,482.91,HOM020,Home & Garden
1311,2023-03-05,414.4,ELE009,Electronics
1312,2024-10-21,111.56,HOM020,Home & Garden
1313,2022-12-26,1018.55,ELE019,Electronics
1314,2023-04-12,667.3,SPO001,Sports
1315,2024-12-27,205.94,SPO014,Sports
1316,2022-04-17,34.06,BOO017,Books
1317,2024-08-13,223.21,HOM008,Home & Garden
1318,2022-04-07,68.45,BOO013,Books
1319,2023-02-03,9.02,BOO008,Books
1320,2024-05-17,1712.58,ELE003,Electronics
1321,2022-07-18,1022.43,ELE011,Electronics
1322,2023-05-28,42.82,CLO002,Clothing
1323,2023-11-15,707.65,SPO020,Sports
1324,2024-06-17,1058.98,ELE002,Electronics
1325,2022-03-10,140.73,HOM005,Home & Garden
1326,2022-05-07,45.04,HOM004,Home & Garden
1327,2022-04-25,49.23,SPO020,Sports
1328,2024-04-21,274.37,CLO015,Clothing
1329,2024-02-26,420.84,HOM011,Home & Garden
1330,2022-02-23,226.2,HOM001,Home & Garden
1331,2022-05-19,652.19,SPO017,Sports
1332,2023-06-09,35.77,BOO008,Books
1333,2022-10-09,163.65,ELE012,Electronics
1334,2023-09-30,609.28,SPO010,Sports
1335,2023-12-04,,BOO019,Books
1336,2022-10-24,525.1,ELE002,Electronics
1337,2024-05-14,22.87,BOO003,Books
1338,2023-12-01,244.92,CLO020,Clothing
1339,2023-11-10,420.57,SPO011,Sports
1340,2022-11-29,764.51,ELE008,Electronics
1341,2022-01-08,188.18,CLO016,Clothing
1342,2023-11-10,141.78,HOM012,Home & Garden
1343,2022-01-21,640.9,ELE015,Electronics
1344,2023-02-03,870.03,SPO007,Sports
1345,2023-02-10,19.64,BOO011,Books
1346,2023-05-19,64.1,CLO004,Clothing
1347,2022-02-12,103.85,CLO007,Clothing
1348,2023-09-17,143.98,HOM017,Home & Garden
1349,2024-06-07,239.55,ELE007,Electronics
1350,2023-01-28,321.07,SPO008,Sports
1351,2022-04-05,434.97,SPO005,Sports
1352,2023-11-03,34.68,CLO017,Clothing
1353,2024-09-28,248.15,CLO020,Clothing
1354,2022-05-13,169.24,CLO017,Clothing
1355,2024-02-06,291.94,HOM017,Home & Garden
1356,2024-09-16,261.07,HOM019,Home & Garden
1357,2022-03-16,88.83,CLO013,Clothing
1358,2023-03-24,31.82,BOO012,Books
1359,2023-06-06,70.65,SPO017,Sports
1360,2023-12-22,190.22,CLO014,Clothing
1361,2024-07-12,227.38,HOM009,Home & Garden
1362,2024-02-23,423.42,ELE012,Electronics
1363,2022-06-18,72.11,BOO009,Books
1364,2023-04-12,286.42,ELE011,Electronics
1365,2023-02-07,26.3,BOO009,Books
1366,2023-01-26,879.02,SPO018,Sports
1367,2023-06-19,1456.46,ELE013,Electronics
1368,2024-04-10,,SPO017,Sports
1369,2022-11-02,114.24,HOM008,Home & Garden
1370,2024-11-22,687.07,SPO015,Sports
1371,2023-11-29,731.86,ELE014,Electronics
1372,2023-03-06,224.16,HOM019,Home & Garden
1373,2022-09-20,,BOO012,Books
1374,2023-11-27,129.26,CLO018,Clothing
1375,2023-09-06,39.85,BOO005,Books
1376,2022-11-11,55.49,BOO019,Books
1377,2024-03-11,119.65,HOM007,Home & Garden
1378,2024-08-30,729.67,ELE010,Electronics
1379,2022-07-10,36.36,CLO020,Clothing
1380,2024-09-27,490.73,ELE010,Electronics
1381,2023-02-26,96.19,CLO012,Clothing
1382,2024-11-27,371.33,ELE006,Electronics
1383,2022-08-15,138.93,CLO007,Clothing
1384,2022-09-24,110.09,CLO006,Clothing
1385,2023-09-28,167.55,SPO007,Sports
1386,2022-01-16,147.99,CLO008,Clothing
1387,2024-12-12,72.11,BOO019,Books
1388,2022-03-22,600.74,ELE010,Electronics
1389,2024-03-11,638.07,SPO006,Sports
1390,2024-06-03,220.89,HOM004,Home & Garden
1391,2024-03-16,470.59,ELE018,Electronics
1392,2023-08-21,1251.58,ELE016,Electronics
1393,2024-04-22,116.58,SPO017,Sports
1394,2023-10-30,237.02,HOM015,Home & Garden
1395,2022-02-24,1276.04,ELE011,Electronics
1396,2024-03-28,,CLO004,Clothing
1397,2022-10-07,54.42,BOO003,Books
1398,2023-05-12,99.25,HOM006,Home & Garden
1399,2022-02-06,90.65,SPO013,Sports
1400,2022-12-11,,ELE009,Electronics
1401,2022-11-11,156.15,HOM018,Home & Garden
1402,2023-03-19,398.6,HOM004,Home & Garden
1403,2024-03-10,31.38,BOO013,Books
1404,2023-02-18,101.87,CLO014,Clothing
1405,2022-02-27,755.18,ELE008,Electronics
1406,2022-07-17,222.45,CLO011,Clothing
1407,2023-10-23,592.92,SPO013,Sports
1408,2024-05-26,467.64,ELE001,Electronics
1409,2024-04-03,5.24,BOO009,Books
1410,2024-01-26,166.9,ELE020,Electronics
1411,2024-10-20,1682.54,ELE019,Electronics
1412,2022-12-18,91.74,BOO013,Books
1413,2022-09-30,19.51,BOO016,Books
1414,2022-05-19,6.19,BOO017,Books
1415,2023-04-22,423.39,SPO020,Sports
1416,2022-09-12,20.4,BOO003,Books
1417,2022-05-03,104.78,CLO007,Clothing
1418,2022-03-19,327.78,CLO011,Clothing
1419,2022-10-02,23.51,BOO014,Books
1420,2023-08-14,465.33,ELE007,Electronics
1421,2022-04-21,216.39,CLO013,Clothing
1422,2024-12-03,15.5,BOO016,Books
1423,2022-05-24,35.08,CLO005,Clothing
1424,2022-07-07,215.66,CLO008,Clothing
1425,2024-11-05,762.79,ELE007,Electronics
1426,2023-05-17,95.7,HOM015,Home & Garden
1427,2023-02-17,82.25,BOO012,Books
1428,2024-03-26,100.74,HOM014,Home & Garden
1429,2022-11-16,33.69,HOM010,Home & Garden
1430,2022-11-09,575.56,SPO015,Sports
1431,2023-08-04,270.49,HOM016,Home & Garden
1432,2023-02-05,,CLO017,Clothing
1433,2024-02-06,205.16,HOM012,Home & Garden
1434,2024-02-26,138.98,HOM002,Home & Garden
1435,2022-09-12,516.59,HOM009,Home & Garden
1436,2023-12-15,540.15,SPO002,Sports
1437,2024-02-29,303.65,HOM012,Home & Garden
1438,2022-02-27,95.96,CLO009,Clothing
1439,2023-05-22,403.66,SPO004,Sports
1440,2022-07-09,244.7,HOM017,Home & Garden
1441,2023-01-22,107.24,HOM017,Home & Garden
1442,2024-12-27,331.75,HOM003,Home & Garden
1443,2022-08-12,534.47,SPO007,Sports
1444,2024-03-26,5.46,BOO004,Books
1445,2022-05-24,297.34,HOM006,Home & Garden
1446,2022-12-28,18.88,BOO017,Books
1447,2022-08-14,257.25,HOM006,Home & Garden
1448,2023-01-28,76.85,BOO020,Books
1449,2022-08-12,32.08,CLO003,Clothing
1450,2023-12-02,1274.4,ELE004,Electronics
1451,2022-01-20,606.48,ELE002,Electronics
1452,2022-07-18,,CLO020,Clothing
1453,2024-12-01,70.03,BOO014,Books
1454,2023-11-21,51.99,BOO008,Books
1455,2024-01-10,190.04,HOM011,Home & Garden
1456,2022-07-25,1025.76,ELE005,Electronics
1457,2022-02-22,126.41,SPO008,Sports
1458,2024-01-25,313.67,HOM014,Home & Garden
1459,2023-01-20,2219.78,ELE001,Electronics
1460,2024-01-08,2078.84,ELE008,Electronics
1461,2024-09-19,352.08,HOM016,Home & Garden
1462,2022-07-25,138.07,HOM017,Home & Garden
1463,2024-10-30,275.54,ELE018,Electronics
1464,2024-08-14,268.55,CLO018,Clothing
1465,2023-05-09,80.13,CLO003,Clothing
1466,2022-08-05,582.07,HOM011,Home & Garden
1467,2024-02-25,21.32,BOO004,Books
1468,2022-10-06,570.85,SPO011,Sports
1469,2023-04-04,650.85,SPO013,Sports
1470,2024-02-21,690.86,SPO009,Sports
1471,2022-08-25,12.69,BOO007,Books
1472,2022-08-26,355.09,SPO019,Sports
1473,2022-01-04,10.98,BOO014,Books
1474,2023-10-17,55.13,BOO020,Books
1475,2023-03-31,807.92,ELE005,Electronics
1476,2023-08-31,163.84,CLO005,Clothing
1477,2022-03-12,282.74,SPO009,Sports
1478,2024-09-06,148.38,CLO011,Clothing
1479,2022-11-09,228.47,CLO002,Clothing
1480,2023-01-02,415.66,HOM006,Home & Garden
1481,2022-02-14,316.5,SPO012,Sports
1482,2024-03-12,49.73,HOM007,Home & Garden
1483,2024-03-17,315.07,ELE002,Electronics
1484,2023-09-15,326.45,HOM016,Home & Garden
1485,2023-08-20,65.68,CLO001,Clothing
1486,2024-01-12,103.52,SPO013,Sports
1487,2024-05-24,331.8,CLO006,Clothing
1488,2022-04-18,2034.82,ELE005,Electronics
1489,2024-04-07,24.58,CLO020,Clothing
1490,2022-12-20,419.21,HOM003,Home & Garden
1491,2024-08-07,144.03,HOM004,Home & Garden
1492,2022-08-27,335.06,ELE008,Electronics
1493,2022-02-17,420.78,SPO004,Sports
1494,2023-01-06,245.71,HOM019,Home & Garden
1495,2022-09-14,783.33,ELE018,Electronics
1496,2023-01-14,,HOM018,Home & Garden
1497,2024-12-21,51.48,HOM004,Home & Garden
1498,2023-03-01,350.79,ELE018,Electronics
1499,2024-07-04,12.56,BOO006,Books
1500,2022-06-29,177.48,SPO004,Sports
1501,2024-11-02,31.27,BOO001,Books
1502,2023-05-24,9.83,BOO010,Books
1503,2024-12-29,80.61,HOM012,Home & Garden
1504,2024-11-11,172.62,CLO002,Clothing
1505,2023-01-21,118.79,CLO020,Clothing
1506,2023-03-19,308.03,SPO003,Sports
1507,2023-06-07,32.29,BOO003,Books
1508,2023-06-05,415.45,HOM009,Home & Garden
1509,2023-01-30,47.49,BOO006,Books
1510,2024-05-09,100.07,CLO020,Clothing
1511,2023-05-22,619.19,ELE014,Electronics
1512,2022-05-16,49.48,BOO009,Books
1513,2022-10-27,110.82,CLO008,Clothing
1514,2024-02-15,1593.02,ELE010,Electronics
1515,2024-09-29,1239.54,ELE018,Electronics
1516,2023-07-10,81.84,SPO013,Sports
1517,2023-01-06,73.02,BOO018,Books
1518,2024-04-04,327.03,HOM005,Home & Garden
1519,2022-09-16,100.97,CLO012,Clothing
1520,2023-05-26,332.1,SPO012,Sports
1521,2024-08-17,238.54,SPO008,Sports
1522,2023-09-18,1755.4,ELE003,Electronics
1523,2022-06-12,1276.04,ELE002,Electronics
1524,2022-06-23,53.53,BOO014,Books
1525,2024-11-07,181.92,CLO018,Clothing
1526,2022-09-13,30.21,HOM001,Home & Garden
1527,2024-05-20,659.81,SPO017,Sports
1528,2022-03-28,427.14,SPO017,Sports
1529,2023-04-06,36.61,CLO002,Clothing
1530,2024-05-15,170.72,HOM008,Home & Garden
1531,2022-08-30,24.29,BOO019,Books
1532,2024-03-17,329.14,CLO017,Clothing
1533,2022-03-14,369.03,HOM001,Home & Garden
1534,2024-07-31,25.73,BOO006,Books
1535,2024-04-03,4.98,BOO017,Books
1536,2024-11-19,106.01,CLO009,Clothing
1537,2023-04-09,203.76,HOM006,Home & Garden
1538,2023-07-06,1931.26,ELE005,Electronics
1539,2023-12-26,24.7,HOM004,Home & Garden
1540,2023-01-24,8.8,BOO002,Books
1541,2022-11-25,340.4,CLO004,Clothing
1542,2024-05-12,308.41,HOM011,Home & Garden
1543,2024-03-29,659.54,SPO005,Sports
1544,2022-08-13,1496.29,ELE001,Electronics
1545,2023-04-30,1634.31,ELE001,Electronics
1546,2024-06-08,175.53,HOM008,Home & Garden
1547,2022-11-09,133.35,SPO009,Sports
1548,2023-05-22,129.53,HOM017,Home & Garden
1549,2023-01-07,313.9,CLO008,Clothing
1550,2022-09-04,113.44,CLO005,Clothing
1551,2024-05-23,1027.21,ELE014,Electronics
1552,2024-12-11,51.11,BOO014,Books
1553,2024-09-08,962.49,ELE009,Electronics
1554,2024-01-15,68.06,BOO002,Books
1555,2023-01-08,47.4,ELE010,Electronics
1556,2024-08-24,63.92,BOO016,Books
1557,2024-01-15,22.41,BOO018,Books
1558,2022-09-24,35.16,BOO019,Books
1559,2024-12-19,268.35,SPO013,Sports
1560,2022-06-28,258.21,ELE019,Electronics
1561,2023-01-26,179.13,CLO018,Clothing
1562,2023-12-04,52.32,BOO005,Books
1563,2022-03-31,62.74,CLO018,Clothing
1564,2023-12-13,44.99,BOO003,Books
1565,2024-09-15,302.99,HOM006,Home & Garden
1566,2023-07-16,80.41,CLO007,Clothing
1567,2024-03-25,414.41,HOM006,Home & Garden
1568,2024-06-15,301.05,SPO009,Sports
1569,2023-02-28,16.62,CLO001,Clothing
1570,2024-11-16,236.57,HOM008,Home & Garden
1571,2023-08-30,37.98,BOO008,Books
1572,2023-08-21,1181.93,ELE005,Electronics
1573,2023-07-08,1471.23,ELE018,Electronics
1574,2022-08-26,1563.22,ELE011,Electronics
1575,2022-06-20,253.42,SPO010,Sports
1576,2023-10-27,,ELE012,Electronics
1577,2023-03-26,18.53,BOO019,Books
1578,2022-08-06,497.84,HOM020,Home & Garden
1579,2023-02-27,130.02,HOM013,Home & Garden
1580,2022-11-15,124.33,HOM016,Home & Garden
1581,2022-07-11,122.65,HOM007,Home & Garden
1582,2024-10-01,172.65,CLO006,Clothing
1583,2024-03-18,153.74,SPO015,Sports
1584,2024-04-04,1608.9,ELE001,Electronics
1585,2022-07-24,164.56,HOM002,Home & Garden
1586,2022-09-28,275.62,CLO020,Clothing
1587,2022-01-28,2098.45,ELE011,Electronics
1588,2022-06-24,63.26,CLO006,Clothing
1589,2023-09-22,41.63,BOO009,Books
1590,2022-09-10,1523.75,ELE017,Electronics
1591,2024-04-30,13.67,CLO013,Clothing
1592,2022-10-29,62.36,BOO013,Books
1593,2022-08-19,85.24,HOM010,Home & Garden
1594,2024-01-02,1462.37,ELE003,Electronics
1595,2022-03-30,120.82,SPO006,Sports
1596,2024-05-20,282.99,CLO010,Clothing
1597,2023-12-15,548.34,ELE009,Electronics
1598,2022-06-06,1922.61,ELE005,Electronics
1599,2023-10-18,140.75,CLO016,Clothing
1600,2022-05-18,1072.52,ELE003,Electronics
1601,2023-10-24,62.0,CLO014,Clothing
1602,2024-09-12,264.14,HOM008,Home & Garden
1603,2024-02-24,282.84,HOM018,Home & Garden
1604,2023-04-17,60.78,HOM008,Home & Garden
1605,2022-06-28,134.65,CLO012,Clothing
1606,2024-08-28,260.74,CLO005,Clothing
1607,2023-08-27,106.02,HOM014,Home & Garden
1608,2023-05-12,214.57,CLO005,Clothing
1609,2024-02-13,1156.4,ELE004,Electronics
1610,2022-06-01,342.67,HOM012,Home & Garden
1611,2022-10-17,,ELE014,Electronics
1612,2022-11-03,150.52,CLO010,Clothing
1613,2024-08-20,388.08,HOM001,Home & Garden
1614,2023-08-11,287.73,ELE006,Electronics
1615,2024-10-27,19.4,CLO015,Clothing
1616,2023-06-13,394.07,SPO006,Sports
1617,2023-07-11,906.94,ELE007,Electronics
1618,2024-03-31,61.23,SPO018,Sports
1619,2022-06-08,239.7,HOM013,Home & Garden
1620,2022-12-04,1419.12,ELE004,Electronics
1621,2022-08-02,707.43,ELE008,Electronics
1622,2023-08-01,175.93,CLO010,Clothing
1623,2023-01-20,151.77,SPO003,Sports
1624,2022-04-02,646.63,SPO003,Sports
1625,2023-09-25,2322.08,ELE017,Electronics
1626,2023-02-04,73.02,BOO004,Books
1627,2023-11-10,450.72,HOM005,Home & Garden
1628,2022-02-18,733.15,SPO002,Sports
1629,2023-08-18,67.15,CLO003,Clothing
1630,2023-04-20,271.49,CLO006,Clothing
1631,2024-10-24,801.3,SPO011,Sports
1632,2024-07-05,127.51,CLO014,Clothing
1633,2022-03-23,140.53,HOM005,Home & Garden
1634,2024-10-15,1859.16,ELE018,Electronics
1635,2022-06-28,76.49,HOM006,Home & Garden
1636,2022-05-20,39.96,BOO015,Books
1637,2023-06-13,478.32,HOM005,Home & Garden
1638,2022-09-11,361.95,SPO014,Sports
1639,2022-09-22,231.48,HOM012,Home & Garden
1640,2022-06-20,302.34,HOM002,Home & Garden
1641,2022-04-27,184.8,CLO004,Clothing
1642,2023-08-19,79.55,HOM013,Home & Garden
1643,2024-08-04,740.69,ELE015,Electronics
1644,2022-08-12,475.34,ELE013,Electronics
1645,2024-06-06,121.28,CLO020,Clothing
1646,2024-09-22,196.08,CLO002,Clothing
1647,2022-11-15,92.3,HOM020,Home & Garden
1648,2024-02-18,1823.65,ELE016,Electronics
1649,2023-03-14,510.25,ELE014,Electronics
1650,2023-07-07,43.6,BOO013,Books
1651,2022-06-17,68.27,BOO007,Books
1652,2023-06-16,292.14,CLO011,Clothing
1653,2023-09-01,71.08,CLO018,Clothing
1654,2022-11-26,181.82,HOM001,Home & Garden
1655,2023-02-11,1251.87,ELE011,Electronics
1656,2022-01-30,270.44,CLO011,Clothing
1657,2022-08-21,174.69,HOM005,Home & Garden
1658,2024-07-09,103.65,SPO014,Sports
1659,2022-12-07,364.05,SPO019,Sports
1660,2022-01-30,,BOO010,Books
1661,2024-10-25,1388.79,ELE014,Electronics
1662,2023-12-22,79.84,BOO011,Books
1663,2022-08-21,148.84,CLO006,Clothing
1664,2024-06-11,168.12,HOM010,Home & Garden
1665,2022-07-23,1718.63,ELE020,Electronics
1666,2024-04-22,1191.96,ELE004,Electronics
1667,2024-06-28,429.75,SPO014,Sports
1668,2023-03-10,199.96,CLO016,Clothing
1669,2022-09-12,74.87,BOO013,Books
1670,2022-01-16,57.75,BOO009,Books
1671,2023-09-22,,HOM014,Home & Garden
1672,2022-03-08,114.97,ELE017,Electronics
1673,2023-10-13,17.28,BOO018,Books
1674,2024-03-12,156.44,CLO019,Clothing
1675,2024-05-28,308.52,CLO013,Clothing
1676,2023-10-14,146.53,SPO005,Sports
1677,2024-10-29,1457.12,ELE009,Electronics
1678,2022-11-22,19.77,BOO019,Books
1679,2022-11-10,1492.49,ELE019,Electronics
1680,2024-02-23,1469.83,ELE012,Electronics
1681,2023-01-18,176.36,CLO008,Clothing
1682,2024-02-14,63.92,BOO001,Books
1683,2022-07-31,796.73,ELE010,Electronics
1684,2023-06-21,39.14,CLO007,Clothing
1685,2024-03-11,835.67,ELE003,Electronics
1686,2023-03-07,232.81,HOM006,Home & Garden
1687,2023-01-04,5.92,BOO020,Books
1688,2022-03-06,1940.47,ELE020,Electronics
1689,2022-01-11,138.92,CLO020,Clothing
1690,2022-03-02,24.28,SPO012,Sports
1691,2022-08-24,19.51,CLO005,Clothing
1692,2023-07-03,38.63,BOO018,Books
1693,2023-08-26,379.61,HOM013,Home & Garden
1694,2023-01-31,20.76,BOO009,Books
1695,2024-03-15,1098.57,ELE007,Electronics
1696,2024-09-26,487.63,HOM011,Home & Garden
1697,2022-08-09,294.21,SPO003,Sports
1698,2024-07-09,241.97,CLO014,Clothing
1699,2023-08-25,786.45,SPO012,Sports
1700,2024-03-26,265.84,ELE006,Electronics
1701,2024-01-03,33.87,CLO011,Clothing
1702,2022-09-08,,ELE011,Electronics
1703,2023-03-14,261.12,HOM003,Home & Garden
1704,2024-02-29,42.17,BOO009,Books
1705,2022-06-03,788.5,SPO011,Sports
1706,2023-10-18,71.14,CLO009,Clothing
1707,2024-05-12,271.76,ELE013,Electronics
1708,2023-04-30,,SPO019,Sports
1709,2022-01-10,150.41,HOM018,Home & Garden
1710,2024-12-16,,ELE016,Electronics
1711,2022-07-14,404.42,HOM013,Home & Garden
1712,2022-06-13,509.27,SPO010,Sports
1713,2024-07-19,362.65,HOM012,Home & Garden
1714,2022-07-30,416.48,ELE011,Electronics
1715,2024-06-11,73.72,CLO012,Clothing
1716,2022-01-11,469.77,ELE010,Electronics
1717,2022-06-03,33.41,BOO009,Books
1718,2022-12-15,168.18,CLO005,Clothing
1719,2024-04-26,305.39,HOM016,Home & Garden
1720,2024-09-30,25.95,BOO009,Books
1721,2023-08-30,662.28,ELE007,Electronics
1722,2022-06-09,1566.17,ELE007,Electronics
1723,2024-08-16,97.36,HOM019,Home & Garden
1724,2024-12-16,636.38,SPO015,Sports
1725,2022-11-12,109.05,SPO013,Sports
1726,2024-07-15,363.76,SPO009,Sports
1727,2024-05-16,217.09,CLO004,Clothing
1728,2022-10-29,394.85,HOM015,Home & Garden
1729,2023-01-19,7.01,BOO009,Books
1730,2022-08-31,65.73,SPO017,Sports
1731,2024-06-01,259.4,SPO002,Sports
1732,2024-02-23,98.46,HOM009,Home & Garden
1733,2024-12-20,428.94,SPO008,Sports
1734,2022-08-16,49.27,CLO008,Clothing
1735,2022-05-15,94.13,SPO013,Sports
1736,2024-03-13,79.04,HOM009,Home & Garden
1737,2024-10-11,67.23,CLO020,Clothing
1738,2023-08-13,252.52,ELE016,Electronics
1739,2023-09-18,55.05,CLO011,Clothing
1740,2024-07-21,280.9,CLO001,Clothing
1741,2022-12-30,78.5,BOO001,Books
1742,2023-12-23,269.63,HOM004,Home & Garden
1743,2022-04-03,1311.26,ELE017,Electronics
1744,2024-10-27,193.34,CLO011,Clothing
1745,2024-07-15,336.53,HOM016,Home & Garden
1746,2023-06-04,36.27,BOO011,Books
1747,2024-11-26,395.67,SPO001,Sports
1748,2022-10-30,369.22,HOM016,Home & Garden
1749,2022-03-05,174.63,CLO007,Clothing
1750,2022-07-02,233.88,CLO009,Clothing
1751,2024-07-09,139.25,SPO011,Sports
1752,2024-03-11,313.76,SPO002,Sports
1753,2024-12-01,75.54,BOO019,Books
1754,2023-12-12,,BOO005,Books
1755,2024-08-13,167.92,CLO006,Clothing
1756,2023-09-14,127.68,HOM002,Home & Garden
1757,2023-03-22,66.6,BOO001,Books
1758,2024-05-31,,BOO009,Books
1759,2022-10-10,70.96,BOO018,Books
1760,2022-11-14,1575.04,ELE014,Electronics
1761,2022-06-15,20.17,BOO013,Books
1762,2024-05-15,437.88,HOM010,Home & Garden
1763,2023-09-29,163.24,CLO019,Clothing
1764,2022-10-13,75.89,CLO010,Clothing
1765,2022-06-25,48.37,BOO013,Books
1766,2024-06-13,296.36,ELE012,Electronics
1767,2024-08-17,35.74,BOO001,Books
1768,2022-02-24,72.61,HOM008,Home & Garden
1769,2024-11-14,14.93,BOO010,Books
1770,2022-04-20,79.25,HOM017,Home & Garden
1771,2024-07-31,256.91,ELE004,Electronics
1772,2023-11-14,86.3,SPO011,Sports
1773,2022-05-05,1636.96,ELE002,Electronics
1774,2023-02-24,123.65,SPO008,Sports
1775,2022-11-13,61.22,BOO016,Books
1776,2023-02-16,208.42,ELE017,Electronics
1777,2022-07-18,82.97,CLO015,Clothing
1778,2024-03-11,1843.7,ELE006,Electronics
1779,2023-04-27,210.36,SPO020,Sports
1780,2022-09-10,77.27,HOM008,Home & Garden
1781,2022-12-16,590.23,SPO010,Sports
1782,2023-08-16,2049.04,ELE013,Electronics
1783,2024-03-01,820.37,ELE010,Electronics
1784,2024-07-25,,ELE010,Electronics
1785,2022-03-11,340.15,SPO005,Sports
1786,2024-08-16,144.21,HOM017,Home & Garden
1787,2023-03-08,73.07,BOO006,Books
1788,2022-11-07,53.32,BOO005,Books
1789,2023-07-25,84.34,BOO016,Books
1790,2024-02-11,336.73,HOM017,Home & Garden
1791,2024-12-12,17.38,BOO012,Books
1792,2024-04-06,118.85,ELE004,Electronics
1793,2022-08-06,517.13,HOM008,Home & Garden
1794,2022-08-04,264.66,CLO003,Clothing
1795,2022-05-07,228.67,SPO015,Sports
1796,2024-02-06,442.4,SPO004,Sports
1797,2024-07-09,85.84,HOM007,Home & Garden
1798,2023-06-02,202.52,HOM006,Home & Garden
1799,2024-06-07,670.16,SPO004,Sports
1800,2023-02-21,1537.98,ELE014,Electronics
1801,2022-05-28,22.0,BOO017,Books
1802,2024-10-13,249.58,CLO012,Clothing
1803,2024-01-01,807.76,SPO015,Sports
1804,2024-05-25,373.97,HOM017,Home & Garden
1805,2023-09-03,291.32,ELE011,Electronics
1806,2022-02-16,281.77,CLO013,Clothing
1807,2024-01-03,1602.8,ELE018,Electronics
1808,2023-05-10,716.05,SPO002,Sports
1809,2022-08-16,345.86,SPO001,Sports
1810,2022-03-08,42.29,BOO002,Books
1811,2022-10-13,199.92,CLO002,Clothing
1812,2023-04-28,63.89,HOM002,Home & Garden
1813,2023-12-10,1987.87,ELE003,Electronics
1814,2024-09-07,74.99,CLO017,Clothing
1815,2023-04-07,42.59,BOO008,Books
1816,2022-02-13,89.07,ELE020,Electronics
